title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,reference_url
"Letter from Martha Smith to Christine Smith; September 25, 1937","","1937-09-25","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19370925-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; September 27, 1937","","1937-09-27","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19370927-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; October 11, 1937","","1937-10-11","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371011-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; October 18, 1937","","1937-10-18","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371018-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Wade Horn to Christine Smith; November 2,1937","","1937-11-02","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371102-horn-wade","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; November 11, 1937","","1937-11-11","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371111-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; November 13, 1937","","1937-11-13","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371113-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Wade Horn to Christine Smith; November 17, 1937","","1937-11-17","","","","","","Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","mcj-dp018-19371117-horn-wade","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Martha Smith to Christine Smith; October 10, 1938","","1938-10-10","","","","","","Box C611, folder 27","mcj-dp018-19381010-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Bernice Smith to Christine Smith; October 11, 1938","","1938-10-11","","","","","","Box C611, folder 27","mcj-dp018-19381011-smith-bernice","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; November 01, 1938","","1938-11-01","","","","","","Box C611, folder 28","mcj-dp018-19381101-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Martha Smith to Pauline Smith; 1938","","1905-04-21","","","","","","Box C611, folder 27","mcj-dp018-1938-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; January 17, 1938","","1938-01-17","","","","","","Box C611, folder 26","mcj-dp018-19380117-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; January 19, 1938","","1938-01-19","","","","","","Box C611, folder 26","mcj-dp018-19380119-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; January 24, 1938","","1938-01-24","","","","","","Box C611, folder 26","mcj-dp018-19380124-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Martha Smith to Christine Smith; January 25, 1938","","1938-01-25","","","","","","Box C611, folder 26","mcj-dp018-19380125-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; February 14, 1938","","1938-02-14","","","","","","Box C611, folder 27","mcj-dp018-19380214-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Bernice Smith to Christine Smith; July 15, 1938.","","1938-07-15","","","","","","Box C611, folder 27","mcj-dp018-19380715-smith-bernice","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Sam Smith to Christine Smith; July 17, 1938","","1938-07-17","","","","","","Box C611, folder 27","mcj-dp018-19380717-smith-sam","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; July 18, 1938","","1938-07-18","","","","","","Box C611, folder 27","mcj-dp018-19380718-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; July 22, 1938","","1938-07-22","","","","","","Box C611, folder 27","mcj-dp018-19380722-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Sam Ellard Smith to Christine Smith; July 22, 1938","","1938-07-22","","","","","","Box C611, folder 27","mcj-dp018-19380722-smith-sonnyboy","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; August 9, 1938","","1938-08-09","","","","","","Box C611, folder 27","mcj-dp018-19380809-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Christine Smith to Pauline Smith; August 12, 1938","","1938-08-12","","","","","","Box C611, folder 27","mcj-dp018-19380812-smith-christine","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Christine Smith to Pauline Smith; August 15, 1938","","1938-08-15","","","","","","Box C611, folder 27","mcj-dp018-19380815-smith-christine","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; July 29, 1938","","1938-08-27","","","","","","Box C611, folder 27","mcj-dp018-19380827-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; September 12, 1938","","1938-09-12","","","","","","Box C611, folder 27","mcj-dp018-19380912-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Martha Smith to Christine Smith; September 15, 1938","","1938-09-15","","","","","","Box C611, folder 28","mcj-dp018-19380915-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; September 19, 1938","","1938-09-19","","","","","","Box C611, folder 27","mcj-dp018-19380919-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; January 10, 1938","","1938-01-10","","","","","","Box C611, folder 26","mcj-dp018-19380110-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Goldie to Christine Smith; January 26, 1938","","1938-01-26","","","","","","Box C611, folder 27","mcj-dp018-19380126-goldie","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; February 19, 1938","","1938-02-19","","","","","","Box C611, folder 27","mcj-dp018-19380219-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; October 18, 1938","","1938-10-18","","","","","","Box C611, folder 27","mcj-dp018-19381018-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letters from Pauline Smith to Christine Smith November 10, 1938","","1938-11-10","","","","","","Box C611, folder 27","mcj-dp018-19381110-smith-martha","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letter from Pauline Smith to Christine Smith; December 5, 1938","","1938-12-05","","","","","","Box C611, folder 27","mcj-dp018-19381205-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="
"Letters from Pauline Smith to Christine Smith December 12, 1938.","","1938-12-12","","","","","","Box C611, folder 27","mcj-dp018-19381212-smith-pauline","","image","","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.","","http://localhost:4000/item.html?id="

